Ensembl	Pvalue	FDR	Male	Female	Tissue	logFC	Type	Gene
ENST00000465475.5	1.78901030906e-10	3.1989467873893e-09	0.131615120274914	0.240773809523809	Breast_Mammary_Tissue	-0.871353230634542	protein_coding	SLC12A8
ENST00000465698.5	5.36452188555248e-09	7.71150021048169e-08	0.174123711340206	0.0699404761904762	Breast_Mammary_Tissue	1.31591315194066	protein_coding	PLA2G5
ENST00000466007.1	7.0006966678618e-05	0.000426809625332739	0.187525773195876	0.360297619047619	Breast_Mammary_Tissue	-0.942100227467079	protein_coding	HHATL
ENST00000466151.1	3.97872554378782e-32	7.75401922037432e-30	0.260824742268041	1.18696428571429	Breast_Mammary_Tissue	-2.18612388910554	protein_coding	PADI2
ENST00000466839.5	1.04037713698352e-13	2.86470042648279e-12	0.553573883161512	0.897619047619047	Breast_Mammary_Tissue	-0.697327410235946	protein_coding	TMEM237
ENST00000467013.1	1.38269468622965e-06	1.25728749375766e-05	0.0710309278350515	0.126785714285714	Breast_Mammary_Tissue	-0.835872961817278	protein_coding	EPHB1
ENST00000467503.1	6.09773609980506e-16	2.27791224365329e-14	0.525910652920962	0.999166666666666	Breast_Mammary_Tissue	-0.92590762725524	protein_coding	OGFRL1
ENST00000468102.1	6.56279845466556e-13	1.61726104775687e-11	0.64381443298969	1.02416666666667	Breast_Mammary_Tissue	-0.669733685343314	protein_coding	DEF6
ENST00000468274.1	1.05062589273647e-09	1.6974988597519e-08	0.141408934707904	0.29672619047619	Breast_Mammary_Tissue	-1.06925899410609	protein_coding	BAG1
ENST00000469237.5	0.000340231809261734	0.00172170799078522	0.265120274914089	0.128869047619048	Breast_Mammary_Tissue	1.04074121171449	protein_coding	FASTK
ENST00000469269.1	7.10720995649682e-08	8.25421512769383e-07	5.37171821305842	3.22119047619048	Breast_Mammary_Tissue	0.737789653541682	protein_coding	TGM2
ENST00000469295.1	1.85740873942221e-05	0.000130619931135627	14.9364604810997	7.5885119047619	Breast_Mammary_Tissue	0.976949402424252	protein_coding	SLC2A3
ENST00000470799.5	1.68295922125741e-13	4.59095620124405e-12	0.0696219931271478	0.168214285714286	Breast_Mammary_Tissue	-1.27268521166232	protein_coding	COL16A1
ENST00000471076.1	7.05480706503962e-34	1.69184242684288e-31	0.612920962199313	2.3625	Breast_Mammary_Tissue	-1.94654137770281	protein_coding	WNK2
ENST00000471169.5	1.69902152704799e-16	6.87224914216306e-15	0.0303780068728522	0.420773809523809	Breast_Mammary_Tissue	-3.79194578729767	protein_coding	FGGY
ENST00000471210.1	2.79413511551529e-16	1.08527168559584e-14	2.45213058419244	1.33190476190476	Breast_Mammary_Tissue	0.880544883509935	protein_coding	PODN
ENST00000471598.1	1.14918531993577e-14	3.56612269916577e-13	0.265395189003436	1.3325	Breast_Mammary_Tissue	-2.32792140962714	protein_coding	CYP4Z1
ENST00000472374.6	2.54437672990434e-09	3.90648416777198e-08	0.0719243986254295	0.238392857142857	Breast_Mammary_Tissue	-1.72878785116989	protein_coding	CENPM
ENST00000472896.5	0.000411823577607086	0.00204171198872829	0.124192439862543	0.206369047619048	Breast_Mammary_Tissue	-0.732649250467756	protein_coding	APTX
ENST00000473733.5	0.00163555830445331	0.00671747160757608	0.0825429553264604	0.125059523809524	Breast_Mammary_Tissue	-0.599397931096936	protein_coding	STK40
ENST00000474031.5	2.22551850272238e-42	1.30526660184668e-39	5.36250859106528	44.3643452380952	Breast_Mammary_Tissue	-3.04842071727309	protein_coding	KRT15
ENST00000474691.1	2.70917916793959e-27	3.11555604313053e-25	0.0993470790378007	0.364761904761905	Breast_Mammary_Tissue	-1.87640560857743	protein_coding	EPCAM
ENST00000474902.5	0.00130454602362632	0.00555639973026023	0.69745704467354	0.418630952380952	Breast_Mammary_Tissue	0.736425381966508	protein_coding	MAN1B1
ENST00000475945.6	9.29488707896444e-07	8.84975855813742e-06	0.0655670103092783	0.147619047619048	Breast_Mammary_Tissue	-1.17083686939825	protein_coding	CD81
ENST00000476552.1	0.000800486578945401	0.00366785451993342	0.154845360824742	0.0985714285714286	Breast_Mammary_Tissue	0.651586720606579	protein_coding	MRPL33
ENST00000476631.5	1.79747488302404e-10	3.20431312733617e-09	0.0752577319587629	0.120833333333333	Breast_Mammary_Tissue	-0.683106777713527	protein_coding	CRYGN
ENST00000476884.1	1.19968712446264e-09	1.93301235850917e-08	0.0520274914089347	0.117678571428571	Breast_Mammary_Tissue	-1.177505585873	protein_coding	LEMD1
ENST00000477180.1	6.89454212299998e-08	8.03906352910435e-07	17.1504810996564	10.0521428571429	Breast_Mammary_Tissue	0.770745967475175	protein_coding	ADAMTS9
ENST00000477963.1	2.58285612274819e-07	2.75928072129657e-06	0.277972508591065	0.419166666666667	Breast_Mammary_Tissue	-0.592581786358079	protein_coding	FANK1
ENST00000478295.1	1.89853060652724e-09	2.97724117841772e-08	0.225395189003436	0.369285714285714	Breast_Mammary_Tissue	-0.712280731448824	protein_coding	PROM2
ENST00000478738.5	5.92766216155525e-05	0.000367114451716172	1.25068728522337	0.740595238095238	Breast_Mammary_Tissue	0.755963932920944	protein_coding	CMPK2
ENST00000478815.1	6.21310836533493e-34	1.58434263316041e-31	0.0480756013745704	0.288511904761905	Breast_Mammary_Tissue	-2.58525404013117	protein_coding	RNF183
ENST00000478903.5	4.71492506282059e-27	5.31789144104669e-25	0.765395189003437	1.83666666666667	Breast_Mammary_Tissue	-1.26281308018552	protein_coding	IQCG
ENST00000479944.5	2.66810558841101e-05	0.000180489495686627	0.253436426116838	0.165119047619048	Breast_Mammary_Tissue	0.618117341570801	protein_coding	TRABD2A
ENST00000479980.1	6.25504107093836e-25	5.47549490761992e-23	0.241237113402062	0.581428571428572	Breast_Mammary_Tissue	-1.269150089925	protein_coding	PDE1C
ENST00000480630.5	9.77498504851506e-05	0.000572730142952456	0.322886597938144	0.492023809523809	Breast_Mammary_Tissue	-0.607700570491866	protein_coding	MFSD2A
ENST00000480684.1	0.000517895788930364	0.00247350065315683	0.169518900343643	0.0903571428571428	Breast_Mammary_Tissue	0.907735576449503	protein_coding	PAX8
ENST00000481628.1	1.14345599275879e-18	5.74529896640025e-17	0.739003436426117	1.30386904761905	Breast_Mammary_Tissue	-0.819146003507825	protein_coding	CLIP4
ENST00000482116.1	3.93124460079956e-14	1.15283747918447e-12	0.957938144329897	1.5164880952381	Breast_Mammary_Tissue	-0.66272976568923	protein_coding	LMO7
ENST00000482211.2	1.10277905290292e-06	1.03154691312211e-05	0.881202749140893	0.456785714285714	Breast_Mammary_Tissue	0.947956463971108	protein_coding	HBEGF
ENST00000482369.1	9.12775435755308e-09	1.25627813591281e-07	0.30872852233677	0.468035714285714	Breast_Mammary_Tissue	-0.600279846778497	protein_coding	STEAP2
ENST00000482665.1	8.56104497057518e-06	6.53782926463847e-05	0.155085910652921	0.0816071428571428	Breast_Mammary_Tissue	0.926300287303738	protein_coding	PDIA2
ENST00000482761.1	2.07244869615641e-37	7.59681975184833e-35	0.0499656357388316	0.281904761904762	Breast_Mammary_Tissue	-2.49619973183888	protein_coding	TMPRSS3
ENST00000483134.5	2.01742194750284e-12	4.80982915532688e-11	0.454639175257732	0.738392857142857	Breast_Mammary_Tissue	-0.699666593743277	protein_coding	MAATS1
ENST00000483920.1	7.87430412103162e-11	1.47078960732008e-09	0.185463917525773	0.309166666666667	Breast_Mammary_Tissue	-0.737246246835293	protein_coding	BDH1
ENST00000484966.1	5.82821674857882e-05	0.000362068354058908	0.0657044673539519	0.114642857142857	Breast_Mammary_Tissue	-0.803083099992235	protein_coding	MEI1
ENST00000485727.5	1.7063994545763e-13	4.60176211136063e-12	1.41786941580756	2.23071428571429	Breast_Mammary_Tissue	-0.653781074097406	protein_coding	CCDC14
ENST00000486089.1	4.93338340563311e-12	1.10436235397092e-10	8.22481099656357	4.33892857142857	Breast_Mammary_Tissue	0.922643690245018	protein_coding	UAP1
ENST00000486269.1	9.3486504905768e-07	8.87214160634837e-06	3.71951890034365	2.05767857142857	Breast_Mammary_Tissue	0.854098391178411	protein_coding	FABP5
ENST00000486787.1	1.55535221577293e-05	0.000111245618847662	0.0956701030927835	0.149047619047619	Breast_Mammary_Tissue	-0.639633271213414	protein_coding	ARMC9
ENST00000486901.1	9.90596361085286e-16	3.47895069327258e-14	82.5337800687285	50.7456547619048	Breast_Mammary_Tissue	0.701700424895464	protein_coding	HSPG2
ENST00000487605.1	8.37249233223865e-16	2.99418704442559e-14	1.92	1.21166666666667	Breast_Mammary_Tissue	0.664113447522718	protein_coding	FGD5
ENST00000488036.5	7.76844593510389e-07	7.56842780886783e-06	1.88965635738832	1.1947619047619	Breast_Mammary_Tissue	0.661400754782125	protein_coding	SLC1A7
ENST00000488250.5	4.33564639932257e-12	9.81797920155478e-11	3.57240549828179	2.1685119047619	Breast_Mammary_Tissue	0.720190484486953	protein_coding	RAPGEF3
ENST00000489617.5	3.17836127533276e-11	6.34050642170973e-10	0.916254295532646	1.61613095238095	Breast_Mammary_Tissue	-0.818724140047981	protein_coding	CDK18
ENST00000490435.5	4.26000527706715e-08	5.21606074112711e-07	0.0570446735395189	0.104345238095238	Breast_Mammary_Tissue	-0.871200674654775	protein_coding	ITGA4
ENST00000490763.1	3.88684891940131e-05	0.00024914064385015	7.50807560137457	4.00642857142857	Breast_Mammary_Tissue	0.906126421381005	protein_coding	SLC2A3
ENST00000491653.1	1.26449390076364e-07	1.40993473915946e-06	0.136357388316151	0.214107142857143	Breast_Mammary_Tissue	-0.65094005387803	protein_coding	ASB1
ENST00000491964.5	0.000224181638170514	0.00120405247973449	72.1250515463918	39.04625	Breast_Mammary_Tissue	0.88531644616805	protein_coding	PLA2G2A
ENST00000492325.5	1.4262734775377e-06	1.28496066755125e-05	0.221168384879725	0.348214285714286	Breast_Mammary_Tissue	-0.654830218764208	protein_coding	NEBL
ENST00000492633.5	3.17248760344692e-12	7.35440308071786e-11	0.18	0.348035714285714	Breast_Mammary_Tissue	-0.951238451757973	protein_coding	CYP2J2
ENST00000492922.1	1.09276337827221e-07	1.23251100260894e-06	0.164398625429553	0.274047619047619	Breast_Mammary_Tissue	-0.737228364063649	lincRNA	LINC00960
ENST00000492932.5	7.6115838404616e-09	1.06037860390279e-07	0.287560137457045	0.530952380952381	Breast_Mammary_Tissue	-0.88471877869025	protein_coding	PDCD4
ENST00000493000.5	1.01250107425522e-10	1.88518057158947e-09	0.116701030927835	0.27875	Breast_Mammary_Tissue	-1.25615449927555	protein_coding	C1orf168
ENST00000493841.1	2.88177585894665e-16	1.10468074592955e-14	3.29405498281787	5.69630952380952	Breast_Mammary_Tissue	-0.790162904972698	protein_coding	IGSF10
ENST00000494910.1	3.87435035709144e-05	0.000248611212738964	0.654742268041237	0.432738095238095	Breast_Mammary_Tissue	0.597432986513422	protein_coding	IFI44L
ENST00000495029.1	2.05799649979005e-12	4.88670019079701e-11	0.0748109965635739	0.187797619047619	Breast_Mammary_Tissue	-1.32785651781123	protein_coding	TMEM156
ENST00000495528.1	5.32816923163777e-12	1.18820199785382e-10	3.64731958762887	2.36541666666667	Breast_Mammary_Tissue	0.624742282125558	protein_coding	VIM
ENST00000495636.1	0.000251884268061948	0.00133450879149352	0.106838487972509	0.0572619047619047	Breast_Mammary_Tissue	0.899783897441499	protein_coding	SLC6A1
ENST00000496323.1	4.32765383155403e-07	4.45292802141481e-06	1.44931271477663	0.927202380952381	Breast_Mammary_Tissue	0.644412739237421	protein_coding	SPTBN1
ENST00000496912.1	6.85244545912729e-15	2.19615260206457e-13	0.888247422680413	1.46928571428571	Breast_Mammary_Tissue	-0.726081464110248	protein_coding	TES
ENST00000496915.1	4.15634157274187e-05	0.000265255096018837	0.879896907216495	0.534404761904762	Breast_Mammary_Tissue	0.719401637591188	protein_coding	PREX1
ENST00000496972.6	4.40525476540289e-07	4.50904349024222e-06	0.411993127147766	0.675535714285714	Breast_Mammary_Tissue	-0.713411773473922	protein_coding	DTNB
ENST00000497085.1	1.66563837066555e-05	0.000117698422216307	1.173264604811	0.73125	Breast_Mammary_Tissue	0.682091794466004	protein_coding	ARHGAP12
ENST00000497231.7	1.12521287587278e-21	7.3326372411043e-20	1.78958762886598	3.28488095238095	Breast_Mammary_Tissue	-0.876213898251629	protein_coding	ALDH7A1
ENST00000497286.5	2.07622168877606e-42	1.30526660184668e-39	0.0382474226804123	0.310595238095238	Breast_Mammary_Tissue	-3.02160127160502	protein_coding	FCRL5
ENST00000498615.1	6.63290339498821e-16	2.43137365072537e-14	1.22439862542955	2.22559523809524	Breast_Mammary_Tissue	-0.862117907854393	protein_coding	WLS
ENST00000498971.6	0.000320971218505402	0.00163269401260553	0.219725085910653	0.345	Breast_Mammary_Tissue	-0.650896770905932	protein_coding	CD14
ENST00000499966.1	1.4685469194894e-16	6.10598731028225e-15	0.251168384879725	0.49547619047619	Breast_Mammary_Tissue	-0.980160851628265	lincRNA	LINC00920
ENST00000500705.3	9.53741410415175e-05	0.000561052494692578	0.0648109965635738	0.105238095238095	Breast_Mammary_Tissue	-0.699346518845859	lincRNA	KB-1471A8.1
ENST00000501541.1	1.52348702033363e-07	1.68908343558729e-06	0.704398625429553	0.440059523809524	Breast_Mammary_Tissue	0.678693413549116	lincRNA	RP11-613D13.8
ENST00000501740.6	8.579595410209e-15	2.73474603700412e-13	0.0556013745704467	0.186369047619048	Breast_Mammary_Tissue	-1.74496982083822	protein_coding	ACSM3
ENST00000502942.5	3.21498373127969e-18	1.52063545031898e-16	0.0416494845360825	0.180238095238095	Breast_Mammary_Tissue	-2.1135334266423	protein_coding	UGT2B7
ENST00000503337.1	7.53104346544186e-31	1.1325530749953e-28	2.57213058419244	8.78083333333334	Breast_Mammary_Tissue	-1.77139397477755	protein_coding	ABCC3
ENST00000503754.5	5.04496593744102e-09	7.3421154399731e-08	0.0509621993127148	0.116904761904762	Breast_Mammary_Tissue	-1.19783425198959	protein_coding	RHOH
ENST00000504041.1	2.18615140222457e-28	2.98180883117374e-26	0.151408934707904	0.51922619047619	Breast_Mammary_Tissue	-1.77791281476992	protein_coding	PLEKHG4B
ENST00000504230.2	2.30231701670002e-22	1.57012666313321e-20	0.0660137457044673	0.223809523809524	Breast_Mammary_Tissue	-1.761433063029	lincRNA	LINC00958
ENST00000504937.5	0.00063653967684717	0.00298425675836023	0.0894845360824742	0.137202380952381	Breast_Mammary_Tissue	-0.616595222280588	protein_coding	TP53
ENST00000505104.5	5.63224763065507e-08	6.68686889752874e-07	0.0530584192439862	0.101011904761905	Breast_Mammary_Tissue	-0.928871732404108	protein_coding	SLC2A9
ENST00000505231.1	1.07549928510799e-20	6.18412088937096e-19	0.30745704467354	0.744583333333333	Breast_Mammary_Tissue	-1.27604846018541	protein_coding	FAM160A1
ENST00000505268.1	1.26317369170581e-11	2.66493298627862e-10	0.706426116838488	0.436011904761905	Breast_Mammary_Tissue	0.696171154418249	protein_coding	DNAJC18
ENST00000505283.1	2.02668450273364e-06	1.75058978034356e-05	4.71123711340207	2.90696428571428	Breast_Mammary_Tissue	0.696592596738278	protein_coding	PDE8B
ENST00000505432.1	1.14988727327632e-05	8.49410754675106e-05	0.13639175257732	0.0653571428571428	Breast_Mammary_Tissue	1.06133958786511	protein_coding	IL17B
ENST00000506460.1	1.21282479923338e-11	2.56794853700498e-10	0.168522336769759	0.084702380952381	Breast_Mammary_Tissue	0.992465397034775	lincRNA	RP11-452C8.1
ENST00000507031.2	1.42644540600221e-18	6.97175192183578e-17	0.296907216494846	0.46327380952381	Breast_Mammary_Tissue	-0.641852964863996	lincRNA	RP11-1348G14.4
ENST00000508174.5	1.75743829502686e-16	7.01182013628064e-15	0.356426116838488	0.167619047619048	Breast_Mammary_Tissue	1.08841695208647	lincRNA	LINC00989
ENST00000508472.5	1.86825361518514e-13	4.98059429684585e-12	0.285429553264605	0.517619047619048	Breast_Mammary_Tissue	-0.858755988732037	protein_coding	DDR1
ENST00000511422.1	3.45458157672831e-11	6.75370698250384e-10	0.21680412371134	0.113571428571429	Breast_Mammary_Tissue	0.9327922593179	lincRNA	CTD-2334D19.1
ENST00000511703.5	0.000359951271793404	0.0018117311901176	0.158694158075601	0.0874404761904762	Breast_Mammary_Tissue	0.859875857088312	lincRNA	MIR3945HG
ENST00000513024.5	3.54630575624114e-24	2.73672148162557e-22	0.0159450171821306	0.151309523809524	Breast_Mammary_Tissue	-3.24632524000691	protein_coding	LIMCH1
ENST00000513651.5	2.53579158757278e-23	1.8825845140651e-21	0.0938144329896907	0.348571428571428	Breast_Mammary_Tissue	-1.89357252260635	protein_coding	ADTRP
ENST00000513665.1	2.93804628633567e-11	5.9012470785475e-10	3.45	2.10607142857143	Breast_Mammary_Tissue	0.712041994901221	protein_coding	AFAP1L1
ENST00000514265.1	0.00177585749588881	0.00721288380428523	0.725017182130585	0.471666666666667	Breast_Mammary_Tissue	0.620247538636419	lincRNA	RP11-184M15.1
ENST00000514568.2	6.46080007035832e-16	2.39826534257288e-14	0.407285223367698	0.177916666666667	Breast_Mammary_Tissue	1.19483780915367	lincRNA	RP11-20D14.6
ENST00000515007.6	2.21236448020708e-21	1.38037422089516e-19	5.02975945017182	7.56964285714286	Breast_Mammary_Tissue	-0.589735829773704	protein_coding	LHFPL2
ENST00000515434.1	2.44567331180523e-23	1.83895820176124e-21	0.35085910652921	1.27339285714286	Breast_Mammary_Tissue	-1.85971386374911	protein_coding	MYLK
ENST00000515462.6	6.15203197140975e-12	1.3615723589554e-10	0.452852233676976	0.6825	Breast_Mammary_Tissue	-0.591788672402053	protein_coding	HADH
ENST00000515544.1	6.87343345843572e-27	7.329579497041e-25	1.00154639175258	0.459464285714286	Breast_Mammary_Tissue	1.12420461860938	lincRNA	LINC00989
ENST00000515659.1	4.41854406448338e-11	8.55272638224257e-10	0.210034364261168	0.104940476190476	Breast_Mammary_Tissue	1.00105414858604	protein_coding	KIAA1257
ENST00000517476.5	8.29031922559849e-07	7.99715826614065e-06	0.143780068728522	0.230119047619048	Breast_Mammary_Tissue	-0.678516706093819	protein_coding	E2F5
ENST00000517663.5	2.99272237592591e-14	8.86480643171992e-13	0.224707903780069	0.0357738095238095	Breast_Mammary_Tissue	2.65107520710591	protein_coding	C8orf22
ENST00000519031.5	2.15849107870079e-15	7.19292623669325e-14	0.0880756013745704	0.166011904761905	Breast_Mammary_Tissue	-0.914472375866258	protein_coding	ACSM1
ENST00000519697.1	5.30886306785821e-13	1.32495667629738e-11	0.344536082474227	0.827083333333333	Breast_Mammary_Tissue	-1.2633776154351	protein_coding	SBSPON
ENST00000519878.1	7.28819334834165e-07	7.12420899800396e-06	1.73587628865979	1.12065476190476	Breast_Mammary_Tissue	0.631322236237429	protein_coding	RASA4
ENST00000520483.5	8.25397500613456e-21	4.84095634109792e-19	0.0253951890034364	0.108392857142857	Breast_Mammary_Tissue	-2.09364257296021	protein_coding	DPYS
ENST00000521558.1	3.15788881559828e-10	5.35289534782773e-09	0.0916838487972509	0.16922619047619	Breast_Mammary_Tissue	-0.884213352622466	lincRNA	RP11-1081M5.1
ENST00000521734.1	4.43028403030958e-07	4.51888971091578e-06	40.1227835051546	19.8067857142857	Breast_Mammary_Tissue	1.01842692020568	protein_coding	FABP4
ENST00000521793.1	3.90995999810767e-13	1.00139368510487e-11	0.0694501718213059	0.153035714285714	Breast_Mammary_Tissue	-1.13981820858344	lincRNA	RP11-489O18.1
ENST00000521835.1	2.79950666609423e-07	2.96373765282358e-06	2.46353951890034	1.59047619047619	Breast_Mammary_Tissue	0.631273840038535	protein_coding	DENND3
ENST00000522220.1	1.82614348238937e-22	1.29040138845948e-20	1.24072164948454	2.53857142857143	Breast_Mammary_Tissue	-1.03283736479634	protein_coding	PDE7A
ENST00000522273.5	1.9205535060492e-24	1.53058602372245e-22	0.0427491408934708	0.230952380952381	Breast_Mammary_Tissue	-2.43362808707341	protein_coding	GSDMC
ENST00000522495.5	4.54367100588404e-08	5.51731479285919e-07	0.572989690721649	1.44309523809524	Breast_Mammary_Tissue	-1.33258542741626	protein_coding	IDO1
ENST00000523642.1	0.000122391291149144	0.000700316997648515	0.826735395189003	0.534583333333334	Breast_Mammary_Tissue	0.629010795027143	protein_coding	NDRG1
ENST00000524529.6	8.5428136801547e-14	2.39730154230179e-12	0.435395189003436	0.738333333333334	Breast_Mammary_Tissue	-0.761946826713974	protein_coding	CNKSR1
ENST00000524608.5	4.16178002706436e-39	1.62725599058216e-36	0.674329896907217	2.30125	Breast_Mammary_Tissue	-1.77089125444297	protein_coding	CYB5R2
ENST00000524799.5	7.52373015263243e-14	2.13172354324586e-12	2.23453608247423	3.76857142857143	Breast_Mammary_Tissue	-0.754042396384509	protein_coding	RIC3
ENST00000526958.5	1.6055800576792e-06	1.42677682398311e-05	0.610481099656358	1.02095238095238	Breast_Mammary_Tissue	-0.741897042368712	protein_coding	CD82
ENST00000527336.1	0.00122409281230753	0.00525956362211258	0.0746391752577319	0.114702380952381	Breast_Mammary_Tissue	-0.619890388620884	protein_coding	BIRC3
ENST00000527866.1	1.95099411133434e-25	1.87583286278293e-23	0.907044673539518	0.511309523809524	Breast_Mammary_Tissue	0.82697670940264	protein_coding	PRMT1
ENST00000527945.2	6.96310173249675e-16	2.53655848826667e-14	0.0451546391752577	0.119821428571429	Breast_Mammary_Tissue	-1.40793981672853	lincRNA	LINC00958
ENST00000528923.1	1.9102421470735e-15	6.4020401100492e-14	0.282302405498282	0.579821428571429	Breast_Mammary_Tissue	-1.03836723029933	protein_coding	NAV2
ENST00000529052.5	8.13084240916649e-25	7.01285157790609e-23	0.31745704467354	1.10303571428571	Breast_Mammary_Tissue	-1.79684620535505	protein_coding	LARGE2
ENST00000529636.5	6.66875305484158e-15	2.14902399267285e-13	0.727353951890035	1.69982142857143	Breast_Mammary_Tissue	-1.22465369670586	protein_coding	ANO1
ENST00000530060.5	9.61185517506056e-13	2.32948473560868e-11	0.837044673539519	1.40214285714286	Breast_Mammary_Tissue	-0.744256818254526	protein_coding	RIC3
ENST00000530470.1	6.80600963990917e-32	1.2474139543146e-29	0.335360824742268	1.32404761904762	Breast_Mammary_Tissue	-1.98116893417193	protein_coding	TRIM29
ENST00000531392.1	3.8474030618048e-32	7.75401922037432e-30	0.0329209621993126	0.140357142857143	Breast_Mammary_Tissue	-2.09202407737311	protein_coding	SYT12
ENST00000531778.1	1.82664754288527e-31	3.06093938257775e-29	0.0453608247422679	0.163154761904762	Breast_Mammary_Tissue	-1.84672231870949	protein_coding	B3GAT1
ENST00000532275.1	5.87726844358922e-11	1.12280714728504e-09	0.541168384879724	0.96672619047619	Breast_Mammary_Tissue	-0.837029768209571	protein_coding	WEE1
ENST00000532335.5	1.03523727823214e-15	3.61408728382826e-14	0.288041237113402	0.179702380952381	Breast_Mammary_Tissue	0.68066584448747	protein_coding	RAET1E
ENST00000532738.1	1.1303957583165e-06	1.05401766653836e-05	0.209037800687285	0.340654761904762	Breast_Mammary_Tissue	-0.704546522806488	protein_coding	ST5
ENST00000533676.5	9.26272223590872e-07	8.84680165509231e-06	4.82274914089347	3.19809523809524	Breast_Mammary_Tissue	0.592642866745625	protein_coding	FADS3
ENST00000533791.5	1.9311741816788e-24	1.53058602372245e-22	0.880893470790378	1.59327380952381	Breast_Mammary_Tissue	-0.854954755047928	protein_coding	SLFN13
ENST00000533849.1	0.00245414635314532	0.00960211364989813	0.333058419243986	0.139166666666667	Breast_Mammary_Tissue	1.25896155479017	protein_coding	MS4A7
ENST00000536087.1	1.14246041440248e-19	6.26217787894444e-18	1.77766323024055	3.99863095238095	Breast_Mammary_Tissue	-1.16952409751895	protein_coding	SCNN1A
ENST00000536558.5	1.69626220461992e-36	4.97428891504791e-34	0.216219931271478	0.811964285714287	Breast_Mammary_Tissue	-1.90891675417953	protein_coding	ST8SIA1
ENST00000537258.1	1.03948235982185e-24	8.83560005848573e-23	0.204982817869416	0.427202380952381	Breast_Mammary_Tissue	-1.05941670291881	protein_coding	HPS5
ENST00000538010.5	2.33430786147998e-21	1.42611620912293e-19	0.964054982817868	1.49398809523809	Breast_Mammary_Tissue	-0.631981317190829	protein_coding	BCL7A
ENST00000539168.1	5.85803335119343e-09	8.35945635152055e-08	0.906941580756014	0.556607142857143	Breast_Mammary_Tissue	0.704350202088883	protein_coding	CDH5
ENST00000540271.1	3.05210868715626e-08	3.82491825858365e-07	0.103333333333333	0.158154761904762	Breast_Mammary_Tissue	-0.614031280046027	protein_coding	KLRD1
ENST00000540478.1	3.24155124613236e-07	3.4193701544184e-06	0.12147766323024	0.194642857142857	Breast_Mammary_Tissue	-0.680138340818209	protein_coding	GMPR
ENST00000541137.5	3.20699006363474e-24	2.50786622976237e-22	0.405498281786942	1.70916666666667	Breast_Mammary_Tissue	-2.07552537953041	protein_coding	MYEOV
ENST00000541762.5	3.15838906780675e-28	4.20998906424696e-26	0.276975945017182	0.708273809523809	Breast_Mammary_Tissue	-1.35454650982529	protein_coding	CCNJL
ENST00000542484.1	3.25727700195084e-15	1.06725863779004e-13	0.0274570446735395	0.100416666666667	Breast_Mammary_Tissue	-1.87075048548911	protein_coding	C2CD3
ENST00000542755.1	2.95129781974451e-13	7.65900960743431e-12	0.444398625429553	0.894404761904762	Breast_Mammary_Tissue	-1.00907351493083	protein_coding	NLRP2
ENST00000543737.2	0.000806407604353446	0.00368922043645317	0.052955326460481	0.119047619047619	Breast_Mammary_Tissue	-1.16869105827683	protein_coding	SLC5A1
ENST00000544239.1	5.25611304654082e-11	1.0107246891135e-09	2.32360824742268	1.36	Breast_Mammary_Tissue	0.772760204211077	protein_coding	PDE2A
ENST00000544591.1	6.8896241992858e-18	3.15684733818838e-16	0.0548453608247422	0.175357142857143	Breast_Mammary_Tissue	-1.67685469894303	lincRNA	RP11-291B21.2
ENST00000545137.5	1.2729076502067e-19	6.91259571153916e-18	0.173814432989691	0.559166666666667	Breast_Mammary_Tissue	-1.68573047672407	protein_coding	STRA6
ENST00000545450.6	8.11200191358101e-16	2.918827682402e-14	0.0207560137457045	0.213690476190476	Breast_Mammary_Tissue	-3.36392130951486	protein_coding	MSLN
ENST00000546436.5	0.000525181509877743	0.00250421915075851	0.764501718213058	0.501190476190476	Breast_Mammary_Tissue	0.609160743750599	protein_coding	GLT8D2
ENST00000549102.1	1.8024408468193e-05	0.000127059081329269	1.2745704467354	0.835595238095238	Breast_Mammary_Tissue	0.609134938822017	protein_coding	NR4A1
ENST00000549444.5	8.78594153986154e-32	1.51717021555282e-29	0.197903780068729	1.0452380952381	Breast_Mammary_Tissue	-2.40096053785613	protein_coding	RASAL1
ENST00000549638.1	5.15668820432397e-27	5.70641062610568e-25	4.54838487972509	14.9235714285714	Breast_Mammary_Tissue	-1.7141665910009	protein_coding	KRT7
ENST00000549848.5	0.000926451459082838	0.00413833801029767	0.0818900343642612	0.12672619047619	Breast_Mammary_Tissue	-0.629954918391546	protein_coding	SCRN3
ENST00000552774.1	7.98651644859786e-08	9.13078342515135e-07	1.00233676975945	0.62077380952381	Breast_Mammary_Tissue	0.691227716806044	protein_coding	PDE1B
ENST00000553793.5	5.18598420724844e-25	4.60845414780486e-23	4.35993127147766	7.72946428571429	Breast_Mammary_Tissue	-0.82606303418841	protein_coding	NDRG2
ENST00000554161.1	9.30700558654227e-14	2.58699468080902e-12	1.36058419243986	0.711369047619047	Breast_Mammary_Tissue	0.935556125008808	lincRNA	RP11-1070N10.3
ENST00000554873.5	1.14992692107764e-05	8.49410754675106e-05	0.235601374570446	0.14047619047619	Breast_Mammary_Tissue	0.746022329733771	protein_coding	SYNE3
ENST00000555985.5	0.00113381023426157	0.00492577557329192	0.17298969072165	0.107857142857143	Breast_Mammary_Tissue	0.681564340985223	lincRNA	LINC00648
